Car_Name,Make,Model,Make_Year,Color,Body_Type,Mileage_Run,No_of_Owners,Seating_Capacity,Fuel_Type,Fuel_Tank_Capacity(L),Engine_Type,CC_Displacement,Transmission,Transmission_Type,Power(BHP),Torque(Nm),Mileage(kmpl),Emission,Price
Maruti Suzuki Ritz [2012-2017] Zxi,Maruti Suzuki,Ritz,2016,white,hatchback,"56,280",1st,5,petrol,43,inline 4 cylinder petrol engine,1197,5-Speed,Manual,85.0,113,18.5,BS IV,"5,23,000"
Honda WR-V VX i-VTEC,Honda,WR-V,2017,grey,suv,"37,043",1st,5,petrol,40,i-VTEC Petrol engine,1199,5-Speed,Manual,88.5,110,16.5,BS IV,"7,45,000"
Mahindra Scorpio [2014-2017] S10 AT,Mahindra,Scorpio,2015,white,suv,"79,576",1st,7,diesel,60,4 cylinder mHawk CRDe diesel engine,2179,6-Speed,Automatic,120.0,280,15.4,BS IV,"10,52,000"
Hyundai Fluidic Verna 4S [2015-2018] 1.6 VTVT SX,Hyundai,Fluidic Verna 4S,2017,white,sedan,"29,759",1st,5,petrol,43,1.6L Gamma VTVT 5 Speed Manual Transmission,1591,5-Speed,Manual,121.0,158,17.4,BS IV,"8,54,000"
Ford EcoSport [2015-2017] Titanium 1.5L Ti-VCT,Ford,EcoSport,2017,red,suv,"28,559",1st,5,petrol,52,1.5L Ti-VCT (Petrol),1499,5-Speed,Manual,110.0,140,15.8,BS IV,"7,88,000"
Maruti Suzuki Ritz [2012-2017] Vxi,Maruti Suzuki,Ritz,2013,white,hatchback,"18,214",1st,5,petrol,43,inline 4 cylinder petrol engine,1197,5-Speed,Manual,85.0,113,18.5,BS IV,"4,60,000"
Hyundai Elite i20 [2014-2018] Asta 1.4 CRDI,Hyundai,Elite i20,2015,white,hatchback,"92,256",1st,5,diesel,45,U2 CRDI Diesel Engine,1396,6-Speed,Manual,88.73,219.7,22.54,BS IV,"6,89,000"
Honda Mobilio [2014-2017] V Petrol,Honda,Mobilio,2015,silver,muv,"42,933",2nd,7,petrol,42,1.5L i-VTEC,1497,5-Speed,Manual,118.0,145,17.3,BS IV,"6,38,000"
Hyundai Verna SX Opt IVT Petrol,Hyundai,Verna,2020,blue,sedan,"18,146",1st,5,petrol,45,1.5 l MPi	,1497,5-Speed,Automatic,113.0,144,18.4,BS IV,"14,58,000"
Hyundai Elite i20 [2014-2018] Asta 1.4 CRDI (O),Hyundai,Elite i20,2016,red,hatchback,"29,602",1st,5,diesel,45,U2 CRDI Diesel Engine,1396,6-Speed,Manual,88.73,219.7,22.54,BS IV,"8,14,000"
MG Motors Hector 1.5 Sharp DCT AT,MG Motors,Hector,2020,silver,suv,"26,994",1st,5,petrol,60,FWD,1451,6-Speed,Automatic,141.0,250,13.96,BS IV,"17,74,000"
Maruti Suzuki Ritz [2012-2017] Vxi,Maruti Suzuki,Ritz,2013,white,hatchback,"47,642",2nd,5,petrol,43,inline 4 cylinder petrol engine,1197,5-Speed,Manual,85.0,113,18.5,BS IV,"4,55,000"
Maruti Suzuki Alto K10 [2010-2014] VXi,Maruti Suzuki,Alto K10,2012,red,hatchback,"67,041",1st,5,petrol,35,K Series Petrol Engine,998,5-Speed,Manual,67.1,90,20.92,BS IV,"3,14,000"
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2020,red,suv,"30,234",1st,5,diesel,60,FWD,1596,5-Speed,Manual,167.68,350,17.41,BS IV,"20,19,000"
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2020,red,suv,"30,234",1st,5,diesel,60,FWD,1596,5-Speed,Manual,167.68,350,17.41,BS IV,"20,19,000"
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2020,red,suv,"30,234",1st,5,diesel,60,FWD,1956,6-Speed,Manual,167.68,350,17.41,BS IV,"20,19,000"
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2020,red,suv,"30,234",1st,5,diesel,60,FWD,1956,6-Speed,Manual,167.68,350,17.41,BS IV,"20,19,000"
Hyundai Elite i20 [2014-2018] Asta 1.4 CRDI,Hyundai,Elite i20,2017,white,hatchback,"33,545",1st,5,diesel,45,U2 CRDI Diesel Engine,1396,6-Speed,Manual,88.73,219.7,22.54,BS IV,"8,76,000"
Toyota Etios Liva [2010-2017] V,Toyota,Etios Liva,2012,silver,hatchback,"42,200",2nd,5,petrol,45,"4-Cylinder 16V, DOHC",1596,5-Speed,Automatic,79.0,104,17.71,BS IV,"4,23,000"
Toyota Etios Liva [2010-2017] V,Toyota,Etios Liva,2012,silver,hatchback,"42,200",2nd,5,petrol,45,"4-Cylinder 16V, DOHC",1596,5-Speed,Automatic,79.0,104,17.71,BS IV,"4,23,000"
Toyota Etios Liva [2010-2017] V,Toyota,Etios Liva,2012,silver,hatchback,"42,200",2nd,5,petrol,45,"4-Cylinder 16V, DOHC",1496,5-Speed,Manual,79.0,104,17.71,BS IV,"4,23,000"
Toyota Etios Liva [2010-2017] V,Toyota,Etios Liva,2012,silver,hatchback,"42,200",2nd,5,petrol,45,"4-Cylinder 16V, DOHC",1496,5-Speed,Manual,79.0,104,17.71,BS IV,"4,23,000"
Hyundai Verna [2017-2020] 1.6 VTVT SX (O) AT,Hyundai,Verna,2017,white,sedan,"48,583",1st,5,petrol,45,VTVT Petrol Engine,1591,6-Speed,Automatic,121.3,151,17,BS V,"11,00,000"
Hyundai i10 [2010-2016] Sportz Petrol,Hyundai,i10,2014,grey,hatchback,"98,109",1st,5,petrol,35,DOHC Kappa2 Engine,1197,5-Speed,Manual,78.9,111.8,20.36,BS III,"4,11,000"
Hyundai i10 [2010-2016] Magna 1.2 Petrol,Hyundai,i10,2011,red,hatchback,"70,581",2nd,5,petrol,35,Kappa Petrol Engine,1197,5-Speed,Manual,78.9,111.7,20.36,BS III,"3,40,000"
Maruti Suzuki Alto K10 [2014-2019] VXi,Maruti Suzuki,Alto K10,2018,red,hatchback,"64,194",1st,5,petrol,35,K10B,998,5-Speed,Manual,67.0,90,24.07,BS V,"4,05,000"
Renault Duster [2015-2016] 85 PS RXL EXPLORE,Renault,Duster,2015,white,suv,"87,057",1st,5,diesel,50,dCi THP Diesel Engine,1461,5-Speed,Manual,83.8,200,19.87,BS III,"7,38,000"
Hyundai Santro Xing [2007-2014] GLS,Hyundai,Santro Xing,2012,white,hatchback,"23,227",1st,5,petrol,35,Petrol Engine,1086,5-Speed,Manual,62.1,96.1,17.92,BS IV,"3,65,000"
MG Motors Hector 1.5 Sharp DCT AT,MG Motors,Hector,2019,black,suv,"24,564",1st,5,petrol,60,FWD,1451,6-Speed,Automatic,141.0,250,13.96,BS IV,"17,00,000"
Maruti Suzuki Ritz [2009-2012] VXI,Maruti Suzuki,Ritz,2012,red,hatchback,"39,719",1st,5,petrol,45,KB Series,1197,5-Speed,Manual,85.0,113,18.5,BS IV,"4,22,000"
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2020,white,suv,"51,686",1st,5,diesel,60,FWD,1596,5-Speed,Manual,167.68,350,17.41,BS IV,"19,58,000"
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2020,white,suv,"51,686",1st,5,diesel,60,FWD,1596,5-Speed,Manual,167.68,350,17.41,BS IV,"19,58,000"
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2020,white,suv,"51,686",1st,5,diesel,60,FWD,1956,6-Speed,Manual,167.68,350,17.41,BS IV,"19,58,000"
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2020,white,suv,"51,686",1st,5,diesel,60,FWD,1956,6-Speed,Manual,167.68,350,17.41,BS IV,"19,58,000"
Renault Duster [2015-2019] 110 PS RXZ 4X2 MT,Renault,Duster,2018,bronze,suv,"57,995",1st,5,diesel,50,1.5 dCI K9K THP Diesel engine,1461,6-Speed,Manual,108.0,248,19.6,BS V,"10,19,000"
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2020,red,suv,"32,604",1st,5,diesel,60,FWD,1596,5-Speed,Manual,167.68,350,17.41,BS IV,"19,78,000"
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2020,red,suv,"32,604",1st,5,diesel,60,FWD,1596,5-Speed,Manual,167.68,350,17.41,BS IV,"19,78,000"
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2020,red,suv,"32,604",1st,5,diesel,60,FWD,1956,6-Speed,Manual,167.68,350,17.41,BS IV,"19,78,000"
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2020,red,suv,"32,604",1st,5,diesel,60,FWD,1956,6-Speed,Manual,167.68,350,17.41,BS IV,"19,78,000"
Maruti Suzuki Ritz [2009-2012] VXI,Maruti Suzuki,Ritz,2012,silver,hatchback,"46,627",1st,5,petrol,45,KB Series,1197,5-Speed,Manual,85.0,113,18.5,BS IV,"4,12,000"
Honda City V,Honda,City,2017,grey,sedan,"45,868",1st,5,petrol,40,i VTEC Engine,1497,5-Speed,Manual,117.6,145,17.4,BS IV,"8,78,000"
Maruti Suzuki Ritz [2012-2017] Vxi,Maruti Suzuki,Ritz,2013,brown,hatchback,"68,876",1st,5,petrol,43,inline 4 cylinder petrol engine,1197,5-Speed,Manual,85.0,113,18.5,BS IV,"4,29,000"
Ford EcoSport [2013-2015] Titanium 1.5L Ti-VCT AT,Ford,EcoSport,2013,white,suv,"47,068",1st,5,petrol,52,1.5L Ti-VCT (Petrol),1499,6-Speed,Automatic,109.0,140,16.5 ,BS III,"7,08,000"
Ford EcoSport [2013-2015] Titanium 1.0L Ecoboost,Ford,EcoSport,2014,white,suv,"48,060",1st,5,petrol,52,Ecoboost Petrol Engine,999,5-Speed,Manual,123.37,170,18.88,BS III,"6,78,000"
Maruti Suzuki Alto K10 [2014-2019] VXi (O),Maruti Suzuki,Alto K10,2016,orange,hatchback,"80,307",2nd,5,petrol,35,K10B,998,5-Speed,Manual,67.0,90,24.07,BS V,"3,26,000"
Maruti Suzuki Alto K10 [2010-2014] VXi,Maruti Suzuki,Alto K10,2013,red,hatchback,"29,217",1st,5,petrol,35,K Series Petrol Engine,998,5-Speed,Manual,67.1,90,20.92,BS IV,"3,36,000"
MG Motors Hector 1.5 Hybrid Smart,MG Motors,Hector,2019,black,suv,"28,787",1st,5,petrol,60,FWD,1451,6-Speed,Automatic,141.0,250,15.81,BS IV,"15,89,000"
Maruti Suzuki Omni [2011-2019] E 8 STR BS-IV,Maruti Suzuki,Omni,2014,silver,muv,"57,964",2nd,8,petrol,36,"4 stroke cycle, Water cooled",796,4-Speed,Manual,34.0,59,16.8,BS V,"3,35,000"
Maruti Suzuki Ritz [2009-2012] VXI,Maruti Suzuki,Ritz,2011,grey,hatchback,"54,318",2nd,5,petrol,45,KB Series,1197,5-Speed,Manual,85.0,113,18.5,BS IV,"3,68,000"
Hyundai i10 [2010-2016] Sportz Petrol,Hyundai,i10,2014,grey,hatchback,"55,319",1st,5,petrol,35,DOHC Kappa2 Engine,1197,5-Speed,Manual,78.9,111.8,20.36,BS III,"4,39,000"
Ford EcoSport [2017-2020] Titanium + 1.5L Ti-VCT AT,Ford,EcoSport,2018,silver,suv,"39,105",1st,5,petrol,52,Ti-VCT Petrol Engine,1496,6-Speed,Automatic,120.69,149,14.7,BS V,"10,66,000"
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2021,white,suv,"49,279",1st,5,diesel,60,FWD,1596,5-Speed,Manual,167.68,350,17.41,BS IV,"19,84,000"
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2021,white,suv,"49,279",1st,5,diesel,60,FWD,1596,5-Speed,Manual,167.68,350,17.41,BS IV,"19,84,000"
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2021,white,suv,"49,279",1st,5,diesel,60,FWD,1956,6-Speed,Manual,167.68,350,17.41,BS IV,"19,84,000"
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2021,white,suv,"49,279",1st,5,diesel,60,FWD,1956,6-Speed,Manual,167.68,350,17.41,BS IV,"19,84,000"
Hyundai Santro Xing [2007-2014] GLS,Hyundai,Santro Xing,2011,maroon,hatchback,"57,259",2nd,5,petrol,35,Petrol Engine,1086,5-Speed,Manual,62.1,96.1,17.92,BS IV,"3,28,000"
Mahindra XUV500 [2011-2015] W8,Mahindra,XUV500,2015,silver,suv,"66,820",2nd,7,diesel,70,4 cylinder mHawk CRDe diesel engine,2179,6-Speed,Manual,140.0,330,15.1,BS III,"10,55,000"
Ford Figo Aspire [2015-2019] Titanium 1.2 Ti-VCT,Ford,Figo Aspire,2018,blue,sedan,"21,089",1st,5,petrol,42,Ti-VCT Petrol Engine,1194,5-Speed,Manual,94.93,119,18.5,BS V,"5,55,000"
Maruti Suzuki Celerio [2014-2021] VXi AMT,Maruti Suzuki,Celerio,2014,blue,hatchback,"7,779",1st,5,petrol,35,K10B,998,5-Speed,Automatic,67.04,90,23.1,BS IV,"4,34,000"
Hyundai i10 [2010-2016] Sportz AT Petrol,Hyundai,i10,2011,red,hatchback,"48,267",2nd,5,petrol,35,DOHC Kappa2 Engine,1197,4-Speed,Automatic,78.9,111.8,16.95,BS III,"3,48,000"
Maruti Suzuki Swift [2011-2017] ZDi,Maruti Suzuki,Swift,2014,grey,hatchback,"48,079",1st,5,diesel,42,DDiS Diesel Engine,1248,5-Speed,Manual,74.0,190,22.9,BS IV,"5,56,000"
Hyundai Grand i10 [2013-2017] Asta 1.2 Kappa VTVT,Hyundai,Grand i10,2014,orange,hatchback,"42,290",1st,5,petrol,43,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,82.0,114,18.9,BS IV,"4,47,000"
Volkswagen Polo [2014-2020] Highline 1.5 (D),Volkswagen,Polo,2014,blue,hatchback,"54,723",1st,5,diesel,45,TDI Diesel Engine,1498,5-Speed,Automatic,88.0,230,20.18,BS V,"5,69,000"
Renault Kwid RXT,Renault,Kwid,2019,white,hatchback,"23,160",1st,5,petrol,28,0.8L,799,5-Speed,Automatic,53.0,72,20.71,BS IV,"4,28,000"
Hyundai i20 [2012-2014] Sportz 1.2,Hyundai,i20,2012,white,hatchback,"41,191",1st,5,petrol,45,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,82.85,113,18.5,BS IV,"4,55,000"
Renault Duster [2015-2019] 110 PS RXZ 4X2 AMT,Renault,Duster,2018,grey,suv,"18,005",1st,5,diesel,50,dCi THP Diesel Engine,1461,6-Speed,Manual,108.45,245,19.6,BS V,"11,64,000"
Honda City [2017-2020] ZX CVT,Honda,City,2017,white,sedan,"34,480",1st,5,petrol,40,i VTEC Engine,1196,5-Speed,Automatic,117.6,145,18,BS V,"11,78,000"
Honda Amaze [2018-2021] 1.2 VX i-VTEC,Honda,Amaze,2019,brown,sedan,"20,604",1st,5,petrol,35,i-VTEC Petrol Engine,1199,5-Speed,Manual,88.76,110,18.6,BS IV,"7,65,000"
Renault Kiger RXZ MT Dual Tone,Renault,Kiger,2021,grey,suv,"9,015",1st,5,petrol,40,1.0L Energy	,1298,5-Speed,Automatic,71.0,96,19.7,BS IV,"8,85,000"
Hyundai Elite i20 [2014-2018] Sportz 1.2,Hyundai,Elite i20,2016,red,hatchback,"56,348",1st,5,petrol,45,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,81.83,114.7,18.6,BS IV,"6,58,000"
Honda City [2017-2020] ZX CVT,Honda,City,2018,brown,sedan,"16,006",1st,5,petrol,40,i VTEC Engine,1196,5-Speed,Automatic,117.6,145,18,BS V,"12,40,000"
Hyundai Elite i20 [2018-2020] Asta 1.2,Hyundai,Elite i20,2018,white,hatchback,"27,617",1st,5,petrol,45,"1.2 Kappa petrol with dual VTVT, 16 Valves, 4 Cylinder",1197,5-Speed,Automatic,82.0,115,18.6,BS V,"7,52,000"
Maruti Suzuki Baleno [2019-2022] Alpha AT Petrol,Maruti Suzuki,Baleno,2019,grey,hatchback,"17,246",1st,5,petrol,37,1.2L VVT Engine,1596,5-Speed,Manual,81.8,113,21.01,BS V,"8,69,000"
Maruti Suzuki Baleno [2019-2022] Alpha AT Petrol,Maruti Suzuki,Baleno,2019,grey,hatchback,"17,246",1st,5,petrol,37,1.2L VVT Engine,1596,5-Speed,Manual,81.8,113,21.01,BS V,"8,69,000"
Maruti Suzuki Baleno [2019-2022] Alpha AT Petrol,Maruti Suzuki,Baleno,2019,grey,hatchback,"17,246",1st,5,petrol,37,1.2L VVT Engine,1197,5-Speed,Manual,81.8,113,21.01,BS V,"8,69,000"
Maruti Suzuki Baleno [2019-2022] Alpha AT Petrol,Maruti Suzuki,Baleno,2019,grey,hatchback,"17,246",1st,5,petrol,37,1.2L VVT Engine,1197,5-Speed,Manual,81.8,113,21.01,BS V,"8,69,000"
Ford EcoSport [2017-2020] Titanium + 1.5L Ti-VCT AT,Ford,EcoSport,2017,brown,suv,"73,428",1st,5,petrol,52,Ti-VCT Petrol Engine,1496,6-Speed,Automatic,120.69,149,14.7,BS V,"8,33,000"
Hyundai Verna [2017-2020] 1.6 VTVT SX (O) AT,Hyundai,Verna,2018,brown,sedan,"25,198",1st,5,petrol,45,VTVT Petrol Engine,1591,6-Speed,Automatic,121.3,151,17,BS V,"11,71,000"
Honda Amaze [2018-2021] 1.2 VX i-VTEC,Honda,Amaze,2020,white,sedan,"7,981",1st,5,petrol,35,i-VTEC Petrol Engine,1199,5-Speed,Manual,88.76,110,18.6,BS IV,"8,40,000"
Hyundai i20 Active [2015-2020] 1.4 SX (O),Hyundai,i20 Active,2016,white,crossover,"65,232",2nd,5,diesel,45,1.4 U II 6 Speed Manual Transmission,1396,6-Speed,Automatic,89,220,21.19,BS V,"7,06,000"
Chevrolet Beat [2009-2014] PS Petrol,Chevrolet,Beat,2013,grey,hatchback,"52,501",1st,5,petrol,35,S-TEC II,1199,5-Speed,Manual,79.0,108,18.6,BS IV,"2,73,000"
Hyundai Elite i20 [2014-2018] Asta 1.2,Hyundai,Elite i20,2015,grey,hatchback,"91,933",1st,5,petrol,45,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,81.83,114.7,18.6,BS IV,"6,03,000"
Hyundai Grand i10 [2017-2020] Magna 1.2 Kappa VTVT,Hyundai,Grand i10,2017,silver,hatchback,"39,437",1st,5,petrol,43,Kappa VTVT Petrol Engine,1197,5-Speed,Automatic,81.86,113.75,18.9,BS V,"5,21,000"
Maruti Suzuki Dzire [2017-2020] VDI,Maruti Suzuki,Dzire,2018,white,sedan,"50,664",1st,5,diesel,37, DDiS Diesel Engine,1248,5-Speed,Automatic,74.0,190,28.4,BS V,"7,64,000"
Mahindra XUV500 [2015-2018] W10,Mahindra,XUV500,2015,white,suv,"60,985",1st,7,diesel,70,4 cylinder mHawk CRDe diesel engine,2179,6-Speed,Manual,140.0,330,16,BS IV,"12,66,000"
Hyundai Venue SX 1.0  Turbo,Hyundai,Venue,2020,blue,suv,"37,005",1st,5,petrol,45,Kappa 1.0 L Turbo GDi Petrol,998,6-Speed,Manual,118.35,171.6,18.27,BS IV,"10,30,000"
Maruti Suzuki Celerio [2014-2021] ZXi AMT,Maruti Suzuki,Celerio,2015,white,hatchback,"23,217",1st,5,petrol,35,K10B,998,5-Speed,Automatic,67.04,90,23.1,BS IV,"5,11,000"
Maruti Suzuki Alto K10 [2014-2019] VXI AMT (O),Maruti Suzuki,Alto K10,2017,grey,hatchback,"46,289",2nd,5,petrol,35,K Series Petrol Engine,1798,5-Speed,Manual,67.1,90,23.95,BS V,"3,89,000"
Renault Duster [2015-2019] 110 PS RXZ 4X2 AMT,Renault,Duster,2018,red,suv,"23,783",1st,5,diesel,50,dCi THP Diesel Engine,1461,6-Speed,Manual,108.45,245,19.6,BS V,"11,37,000"
Honda City [2014-2017] SV,Honda,City,2014,brown,sedan,"55,410",2nd,5,petrol,40,Front Wheel Drive,1497,5-Speed,Manual,117.3,145,17.8,BS IV,"5,63,000"
Hyundai Xcent [2014-2017] S Petrol,Hyundai,Xcent,2014,blue,sedan,"38,147",1st,5,petrol,43,1.2 Kappa Dual VTVT Petrol,1197,5-Speed,Manual,81.0,114,19.1,BS IV,"4,65,000"
Kia Seltos GTX Plus DCT,Kia,Seltos,2019,white,suv,"23,801",1st,5,petrol,50,Smartstream G1.4 T-GDi,1353,7-Speed,Manual,138.0,242,16.8,BS IV,"17,08,000"
Maruti Suzuki Baleno [2015-2019] Zeta Petrol,Maruti Suzuki,Baleno,2018,blue,hatchback,"16,123",1st,5,petrol,37,1.2L VVT Engine,1197,5-Speed,Manual,81.8,113,21.01,BS V,"7,51,000"
Maruti Suzuki Alto 800 [2012-2016] LXI Anniversary Edition,Maruti Suzuki,Alto 800,2013,purple,hatchback,"22,801",1st,5,petrol,35,F8D,1596,5-Speed,Automatic,48,69,22.74,BS III,"3,06,000"
Maruti Suzuki Alto 800 [2012-2016] LXI Anniversary Edition,Maruti Suzuki,Alto 800,2013,purple,hatchback,"22,801",1st,5,petrol,35,F8D,1596,5-Speed,Automatic,48,69,22.74,BS III,"3,06,000"
Maruti Suzuki Alto 800 [2012-2016] LXI Anniversary Edition,Maruti Suzuki,Alto 800,2013,purple,hatchback,"22,801",1st,5,petrol,35,F8D,1496,5-Speed,Manual,48,69,22.74,BS III,"3,06,000"
Maruti Suzuki Alto 800 [2012-2016] LXI Anniversary Edition,Maruti Suzuki,Alto 800,2013,purple,hatchback,"22,801",1st,5,petrol,35,F8D,1496,5-Speed,Manual,48,69,22.74,BS III,"3,06,000"
Maruti Suzuki Baleno [2015-2019] Alpha Petrol,Maruti Suzuki,Baleno,2018,blue,hatchback,"16,373",1st,5,petrol,37,1.2L VVT Engine,1197,5-Speed,Manual,81.8,113,21.01,BS V,"7,71,000"
Maruti Suzuki Ciaz [2014-2017] ZXi AT,Maruti Suzuki,Ciaz,2016,red,sedan,"31,207",1st,5,petrol,43, K 14B VVT,1373,4-Speed,Automatic,91.0,130,19.12,BS IV,"8,23,000"
Ford EcoSport [2017-2020] Titanium + 1.5L Ti-VCT AT,Ford,EcoSport,2019,white,suv,"60,197",1st,5,petrol,52,Ti-VCT Petrol Engine,1496,6-Speed,Automatic,120.69,149,14.7,BS V,"9,80,000"
Honda City [2008-2013] V,Honda,City,2013,red,sedan,"73,382",1st,5,petrol,42,"1.5L, SOHC, 4-cylinder, i-VTEC",1497,5-Speed,Manual,118.0,146,17,BS IV,"5,71,000"
Maruti Suzuki Baleno [2015-2019] Delta Petrol,Maruti Suzuki,Baleno,2016,blue,hatchback,"62,811",1st,5,petrol,37,1.2L VVT Engine,1197,5-Speed,Manual,81.8,113,21.01,BS V,"6,14,000"
Hyundai i20 Active [2015-2020] 1.2 SX,Hyundai,i20 Active,2018,silver,crossover,"29,086",1st,5,petrol,45,1.2L Kappa 5 Speed Manual Transmission,1197,5-Speed,Automatic,82.0,115,17.19,BS V,"8,43,000"
Renault Kwid [2015-2019] RXT,Renault,Kwid,2018,red,hatchback,"12,582",1st,5,petrol,28,Petrol Engine,799,5-Speed,Manual,53.3,72,25.12,BS V,"4,10,000"
Hyundai Eon [2011-2018] Sportz,Hyundai,Eon,2017,white,hatchback,"40,158",1st,5,petrol,32,Petrol Engine,814,5-Speed,Manual,55.2,74.5,21.1,BS IV,"4,27,000"
Hyundai i20 [2012-2014] Sportz 1.2,Hyundai,i20,2013,bronze,hatchback,"50,665",1st,5,petrol,45,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,82.85,113,18.5,BS IV,"4,84,000"
Hyundai Verna [2011-2015] Fluidic 1.6 VTVT SX Opt,Hyundai,Verna,2013,white,sedan,"42,283",1st,5,petrol,43,Front Wheel Drive,1582,5-Speed,Automatic,121.0,158,17.01,BS III,"6,22,000"
Maruti Suzuki Celerio [2014-2021] VXI (O),Maruti Suzuki,Celerio,2017,silver,hatchback,"79,767",1st,5,petrol,35,K10B,998,5-Speed,Automatic,67.04,90,23.1,BS IV,"4,23,000"
Maruti Suzuki Ciaz Alpha(Petrol),Maruti Suzuki,Ciaz,2018,blue,sedan,"48,524",1st,5,petrol,43,k14B VVT Engine,1373,5-Speed,Manual,91.1,130,20.73,BS IV,"8,12,000"
Maruti Suzuki S-Presso VXI+,Maruti Suzuki,S-Presso,2021,silver,hatchback,"4,704",1st,5,petrol,27,K10B Petrol Engine,998,5-Speed,Manual,67.0,90,21.01,BS IV,"5,49,000"
Maruti Suzuki Celerio [2014-2021] ZXi AMT,Maruti Suzuki,Celerio,2016,red,hatchback,"44,272",1st,5,petrol,35,K10B,998,5-Speed,Automatic,67.04,90,23.1,BS IV,"5,25,000"
Hyundai Xcent [2017-2019] SX Petrol,Hyundai,Xcent,2018,grey,sedan,"14,197",1st,5,petrol,43,1.2L Kappa Dual VTVT Petr,1197,5-Speed,Manual,81.86,113.75,20.14,BS V,"7,09,000"
Hyundai Elite i20 [2014-2018] Asta 1.2,Hyundai,Elite i20,2017,blue,hatchback,"57,359",1st,5,petrol,45,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,81.83,114.7,18.6,BS IV,"7,44,000"
Honda City V,Honda,City,2019,brown,sedan,"13,791",1st,5,petrol,40,i VTEC Engine,1497,5-Speed,Manual,117.6,145,17.4,BS IV,"9,82,000"
Maruti Suzuki Vitara Brezza [2016-2020] ZDI PLUS Dual Tone,Maruti Suzuki,Vitara Brezza,2016,yellow,suv,"76,060",1st,5,diesel,48,DDiS 200 Diesel Engine,1248,5-Speed,Automatic,88.5,200,24.3,BS V,"8,81,000"
Tata Altroz XZ 1.2,Tata,Altroz,2021,white,hatchback,"5,389",1st,5,petrol,37,1.2 L Revotron,1199,5-Speed,Manual,84.82,113,19.05,BS IV,"8,34,000"
Mahindra Scorpio [2014-2017] S4 Plus,Mahindra,Scorpio,2015,black,suv,"64,338",1st,7,diesel,60,4 cylinder mHawk CRDe diesel engine,2179,5-Speed,Manual,120.0,280,15.4,BS IV,"9,16,000"
Honda Amaze 1.2 VX CVT i-VTEC,Honda,Amaze,2019,brown,sedan,"17,691",1st,5,petrol,35,i-VTEC Petrol Engine,1199,5-Speed,Manual,88.76,110,18.6,BS IV,"8,80,000"
Tata Punch Creative Dual Tone,Tata,Punch,2022,white,suv,"19,734",1st,5,petrol,37,1.2 Revotron,1199,5-Speed,Automatic,84.0,113,18.9 ,BS IV,"8,71,000"
Hyundai Grand i10 [2017-2020] Sportz (O) 1.2 kappa VTVT,Hyundai,Grand i10,2017,silver,hatchback,"16,150",1st,5,petrol,43,Kappa VTVT Petrol Engine,1197,5-Speed,Automatic,81.86,113.75,18.9,BS V,"5,94,000"
Hyundai Verna SX Opt Petrol,Hyundai,Verna,2021,silver,sedan,"21,557",1st,5,petrol,45,1.5 l MPi,1497,6-Speed,Automatic,113.0,144,17.7 ,BS IV,"13,66,000"
Toyota Glanza [2019-2022] G,Toyota,Glanza,2020,white,hatchback,"30,130",1st,5,petrol,37,Petrol Engine,1596,5-Speed,Manual,81.8,113,21.01,BS V,"7,85,000"
Toyota Glanza [2019-2022] G,Toyota,Glanza,2020,white,hatchback,"30,130",1st,5,petrol,37,Petrol Engine,1596,5-Speed,Manual,81.8,113,21.01,BS V,"7,85,000"
Toyota Glanza [2019-2022] G,Toyota,Glanza,2020,white,hatchback,"30,130",1st,5,petrol,37,Petrol Engine,1197,5-Speed,Manual,81.8,113,21.01,BS V,"7,85,000"
Toyota Glanza [2019-2022] G,Toyota,Glanza,2020,white,hatchback,"30,130",1st,5,petrol,37,Petrol Engine,1197,5-Speed,Manual,81.8,113,21.01,BS V,"7,85,000"
Maruti Suzuki Baleno [2019-2022] Delta Petrol,Maruti Suzuki,Baleno,2019,blue,hatchback,"24,618",1st,5,petrol,37,1.2L VVT Engine,1197,5-Speed,Manual,81.8,113,21.01,BS V,"7,18,000"
Maruti Suzuki Baleno [2019-2022] Delta Petrol,Maruti Suzuki,Baleno,2020,blue,hatchback,"4,337",1st,5,petrol,37,1.2L VVT Engine,1197,5-Speed,Manual,81.8,113,21.01,BS V,"7,49,000"
